adaptive-o2_bpb,adaptive-o3_bpb,category,eval_bytes,file,frozen_neural_bpb,zlib_bpb,zstd19_bpb
8.0,8.0,single-byte,1,a.txt,8.0,72.0,80.0
0.0028041294233604112,0.0010406931244340302,repetition,65536,aaa.txt,10.371654082491181,0.0103759765625,0.0023193359375
1.156612827684643,0.38557186175049907,periodic,65536,alphabet.txt,9.650867844816048,0.025146484375,0.00537109375
6.029554062047652,6.029669284604596,random-64-symbol-alphabet,65536,random.txt,11.640235558772366,6.0589599609375,6.01123046875
