correct,false_negative,false_positive,max_probe_bytes,mean_decision_byte,mean_oracle_regret_bpb,min_projected_gain_bits,persistence_observations,recent_gain_bits,recent_window
11,1,2,64,26.142857142857142,0.008527483258928572,32,4,3,4
11,1,2,64,26.142857142857142,0.008527483258928572,64,4,3,4
11,1,2,64,26.142857142857142,0.008527483258928572,128,4,3,4
11,1,2,64,26.142857142857142,0.008527483258928572,256,4,3,4
11,1,2,64,26.214285714285715,0.008527483258928572,0,4,4,4
11,1,2,64,26.214285714285715,0.008527483258928572,32,4,4,4
11,1,2,64,26.214285714285715,0.008527483258928572,64,4,4,4
11,1,2,64,26.214285714285715,0.008527483258928572,128,4,4,4
11,1,2,64,26.214285714285715,0.008527483258928572,256,4,4,4
11,1,2,64,29.785714285714285,0.008527483258928572,0,8,1,4
11,1,2,64,29.785714285714285,0.008527483258928572,32,8,1,4
11,1,2,64,29.785714285714285,0.008527483258928572,64,8,1,4
11,1,2,64,29.785714285714285,0.008527483258928572,128,8,1,4
11,1,2,64,29.785714285714285,0.008527483258928572,256,8,1,4
10,2,2,64,31.785714285714285,0.0179443359375,0,8,2,4
10,2,2,64,31.785714285714285,0.0179443359375,32,8,2,4
10,2,2,64,31.785714285714285,0.0179443359375,64,8,2,4
10,2,2,64,31.785714285714285,0.0179443359375,128,8,2,4
10,2,2,64,31.785714285714285,0.0179443359375,256,8,2,4
11,2,1,64,34.07142857142857,0.020281110491071428,0,8,3,4
11,2,1,64,34.07142857142857,0.020281110491071428,32,8,3,4
11,2,1,64,34.07142857142857,0.020281110491071428,64,8,3,4
11,2,1,64,34.07142857142857,0.020281110491071428,128,8,3,4
11,2,1,64,34.07142857142857,0.020281110491071428,256,8,3,4
12,2,0,64,36.357142857142854,0.020350864955357144,0,8,4,4
12,2,0,64,36.357142857142854,0.020350864955357144,32,8,4,4
12,2,0,64,36.357142857142854,0.020350864955357144,64,8,4,4
12,2,0,64,36.357142857142854,0.020350864955357144,128,8,4,4
12,2,0,64,36.357142857142854,0.020350864955357144,256,8,4,4
11,1,2,64,23.214285714285715,0.008527483258928572,0,2,1,8
11,1,2,64,23.214285714285715,0.008527483258928572,32,2,1,8
11,1,2,64,23.214285714285715,0.008527483258928572,64,2,1,8
11,1,2,64,23.214285714285715,0.008527483258928572,128,2,1,8
11,2,1,64,10.5,0.032871791294642856,256,2,1,8
11,1,2,64,23.214285714285715,0.008527483258928572,0,2,2,8
11,1,2,64,23.214285714285715,0.008527483258928572,32,2,2,8
11,1,2,64,23.214285714285715,0.008527483258928572,64,2,2,8
11,1,2,64,23.214285714285715,0.008527483258928572,128,2,2,8
11,1,2,64,23.214285714285715,0.008527483258928572,256,2,2,8
11,1,2,64,23.214285714285715,0.008527483258928572,0,2,3,8
11,1,2,64,23.214285714285715,0.008527483258928572,32,2,3,8
11,1,2,64,23.214285714285715,0.008527483258928572,64,2,3,8
11,1,2,64,23.214285714285715,0.008527483258928572,128,2,3,8
11,1,2,64,23.214285714285715,0.008527483258928572,256,2,3,8
11,1,2,64,23.214285714285715,0.008527483258928572,0,2,4,8
11,1,2,64,23.214285714285715,0.008527483258928572,32,2,4,8
11,1,2,64,23.214285714285715,0.008527483258928572,64,2,4,8
11,1,2,64,23.214285714285715,0.008527483258928572,128,2,4,8
11,1,2,64,23.214285714285715,0.008527483258928572,256,2,4,8
11,1,2,64,25.571428571428573,0.008527483258928572,0,4,1,8
11,1,2,64,25.571428571428573,0.008527483258928572,32,4,1,8
11,1,2,64,25.571428571428573,0.008527483258928572,64,4,1,8
11,1,2,64,25.571428571428573,0.008527483258928572,128,4,1,8
11,2,1,64,11.857142857142858,0.032871791294642856,256,4,1,8
11,1,2,64,25.571428571428573,0.008527483258928572,0,4,2,8
11,1,2,64,25.571428571428573,0.008527483258928572,32,4,2,8
11,1,2,64,25.571428571428573,0.008527483258928572,64,4,2,8
11,1,2,64,25.571428571428573,0.008527483258928572,128,4,2,8
11,1,2,64,25.571428571428573,0.008527483258928572,256,4,2,8
11,1,2,64,26.071428571428573,0.008527483258928572,0,4,3,8
11,1,2,64,26.071428571428573,0.008527483258928572,32,4,3,8
11,1,2,64,26.071428571428573,0.008527483258928572,64,4,3,8
11,1,2,64,26.071428571428573,0.008527483258928572,128,4,3,8
11,1,2,64,26.071428571428573,0.008527483258928572,256,4,3,8
11,1,2,64,26.214285714285715,0.008527483258928572,0,4,4,8
11,1,2,64,26.214285714285715,0.008527483258928572,32,4,4,8
11,1,2,64,26.214285714285715,0.008527483258928572,64,4,4,8
11,1,2,64,26.214285714285715,0.008527483258928572,128,4,4,8
11,1,2,64,26.214285714285715,0.008527483258928572,256,4,4,8
11,1,2,64,28.285714285714285,0.008527483258928572,0,8,1,8
11,1,2,64,28.285714285714285,0.008527483258928572,32,8,1,8
11,1,2,64,28.285714285714285,0.008527483258928572,64,8,1,8
11,1,2,64,28.285714285714285,0.008527483258928572,128,8,1,8
11,2,1,64,13.571428571428571,0.032871791294642856,256,8,1,8
11,1,2,64,28.285714285714285,0.008527483258928572,0,8,2,8
11,1,2,64,28.285714285714285,0.008527483258928572,32,8,2,8
11,1,2,64,28.285714285714285,0.008527483258928572,64,8,2,8
11,1,2,64,28.285714285714285,0.008527483258928572,128,8,2,8
11,1,2,64,28.285714285714285,0.008527483258928572,256,8,2,8
11,1,2,64,28.357142857142858,0.008527483258928572,0,8,3,8
11,1,2,64,28.357142857142858,0.008527483258928572,32,8,3,8
11,1,2,64,28.357142857142858,0.008527483258928572,64,8,3,8
11,1,2,64,28.357142857142858,0.008527483258928572,128,8,3,8
11,1,2,64,28.357142857142858,0.008527483258928572,256,8,3,8
11,1,2,64,28.5,0.008527483258928572,0,8,4,8
11,1,2,64,28.5,0.008527483258928572,32,8,4,8
11,1,2,64,28.5,0.008527483258928572,64,8,4,8
