correct,false_negative,false_positive,max_probe_bytes,mean_decision_byte,mean_oracle_regret_bpb,min_projected_gain_bits,persistence_observations,recent_gain_bits,recent_window
7,7,0,96,0,0.08292061941964286,256,2,1,32
10,1,3,96,40.5,0.008527483258928572,0,2,2,32
10,1,3,96,40.5,0.008527483258928572,32,2,2,32
10,1,3,96,40.5,0.008527483258928572,64,2,2,32
11,2,1,96,21.571428571428573,0.032871791294642856,128,2,2,32
7,7,0,96,0,0.08292061941964286,256,2,2,32
10,1,3,96,40.5,0.008527483258928572,0,2,3,32
10,1,3,96,40.5,0.008527483258928572,32,2,3,32
10,1,3,96,40.5,0.008527483258928572,64,2,3,32
10,1,3,96,40.5,0.008527483258928572,128,2,3,32
11,2,1,96,21.571428571428573,0.032871791294642856,256,2,3,32
10,1,3,96,40.5,0.008527483258928572,0,2,4,32
10,1,3,96,40.5,0.008527483258928572,32,2,4,32
10,1,3,96,40.5,0.008527483258928572,64,2,4,32
10,1,3,96,40.5,0.008527483258928572,128,2,4,32
11,2,1,96,21.571428571428573,0.032871791294642856,256,2,4,32
10,1,3,96,41.785714285714285,0.008527483258928572,0,4,1,32
10,1,3,96,41.785714285714285,0.008527483258928572,32,4,1,32
11,2,1,96,22.428571428571427,0.032871791294642856,64,4,1,32
7,7,0,96,0,0.08292061941964286,128,4,1,32
7,7,0,96,0,0.08292061941964286,256,4,1,32
10,1,3,96,41.785714285714285,0.008527483258928572,0,4,2,32
10,1,3,96,41.785714285714285,0.008527483258928572,32,4,2,32
10,1,3,96,41.785714285714285,0.008527483258928572,64,4,2,32
11,2,1,96,22.428571428571427,0.032871791294642856,128,4,2,32
7,7,0,96,0,0.08292061941964286,256,4,2,32
10,1,3,96,41.785714285714285,0.008527483258928572,0,4,3,32
10,1,3,96,41.785714285714285,0.008527483258928572,32,4,3,32
10,1,3,96,41.785714285714285,0.008527483258928572,64,4,3,32
10,1,3,96,41.785714285714285,0.008527483258928572,128,4,3,32
11,2,1,96,22.428571428571427,0.032871791294642856,256,4,3,32
10,1,3,96,41.785714285714285,0.008527483258928572,0,4,4,32
10,1,3,96,41.785714285714285,0.008527483258928572,32,4,4,32
10,1,3,96,41.785714285714285,0.008527483258928572,64,4,4,32
10,1,3,96,41.785714285714285,0.008527483258928572,128,4,4,32
11,2,1,96,22.428571428571427,0.032871791294642856,256,4,4,32
10,1,3,96,44.357142857142854,0.008527483258928572,0,8,1,32
10,1,3,96,44.357142857142854,0.008527483258928572,32,8,1,32
11,2,1,96,24.142857142857142,0.032871791294642856,64,8,1,32
7,7,0,96,0,0.08292061941964286,128,8,1,32
7,7,0,96,0,0.08292061941964286,256,8,1,32
10,1,3,96,44.357142857142854,0.008527483258928572,0,8,2,32
10,1,3,96,44.357142857142854,0.008527483258928572,32,8,2,32
10,1,3,96,44.357142857142854,0.008527483258928572,64,8,2,32
11,2,1,96,24.142857142857142,0.032871791294642856,128,8,2,32
7,7,0,96,0,0.08292061941964286,256,8,2,32
10,1,3,96,44.357142857142854,0.008527483258928572,0,8,3,32
10,1,3,96,44.357142857142854,0.008527483258928572,32,8,3,32
10,1,3,96,44.357142857142854,0.008527483258928572,64,8,3,32
10,1,3,96,44.357142857142854,0.008527483258928572,128,8,3,32
11,2,1,96,24.142857142857142,0.032871791294642856,256,8,3,32
10,1,3,96,44.357142857142854,0.008527483258928572,0,8,4,32
10,1,3,96,44.357142857142854,0.008527483258928572,32,8,4,32
10,1,3,96,44.357142857142854,0.008527483258928572,64,8,4,32
10,1,3,96,44.357142857142854,0.008527483258928572,128,8,4,32
11,2,1,96,24.142857142857142,0.032871791294642856,256,8,4,32
9,1,4,128,32.142857142857146,0.007550920758928571,0,2,1,4
9,1,4,128,32.142857142857146,0.007550920758928571,32,2,1,4
9,1,4,128,32.142857142857146,0.007550920758928571,64,2,1,4
9,1,4,128,32.142857142857146,0.007550920758928571,128,2,1,4
9,1,4,128,32.142857142857146,0.007550920758928571,256,2,1,4
9,1,4,128,32.142857142857146,0.007550920758928571,0,2,2,4
9,1,4,128,32.142857142857146,0.007550920758928571,32,2,2,4
9,1,4,128,32.142857142857146,0.007550920758928571,64,2,2,4
9,1,4,128,32.142857142857146,0.007550920758928571,128,2,2,4
9,1,4,128,32.142857142857146,0.007550920758928571,256,2,2,4
10,1,3,128,32.92857142857143,0.008527483258928572,0,2,3,4
10,1,3,128,32.92857142857143,0.008527483258928572,32,2,3,4
10,1,3,128,32.92857142857143,0.008527483258928572,64,2,3,4
10,1,3,128,32.92857142857143,0.008527483258928572,128,2,3,4
10,1,3,128,32.92857142857143,0.008527483258928572,256,2,3,4
10,1,3,128,32.92857142857143,0.008527483258928572,0,2,4,4
10,1,3,128,32.92857142857143,0.008527483258928572,32,2,4,4
10,1,3,128,32.92857142857143,0.008527483258928572,64,2,4,4
10,1,3,128,32.92857142857143,0.008527483258928572,128,2,4,4
10,1,3,128,32.92857142857143,0.008527483258928572,256,2,4,4
9,1,4,128,35.285714285714285,0.007550920758928571,0,4,1,4
9,1,4,128,35.285714285714285,0.007550920758928571,32,4,1,4
9,1,4,128,35.285714285714285,0.007550920758928571,64,4,1,4
9,1,4,128,35.285714285714285,0.007550920758928571,128,4,1,4
9,1,4,128,35.285714285714285,0.007550920758928571,256,4,1,4
10,1,3,128,35.92857142857143,0.008527483258928572,0,4,2,4
10,1,3,128,35.92857142857143,0.008527483258928572,32,4,2,4
10,1,3,128,35.92857142857143,0.008527483258928572,64,4,2,4
10,1,3,128,35.92857142857143,0.008527483258928572,128,4,2,4
10,1,3,128,35.92857142857143,0.008527483258928572,256,4,2,4
10,1,3,128,36,0.008527483258928572,0,4,3,4
10,1,3,128,36,0.008527483258928572,32,4,3,4
10,1,3,128,36,0.008527483258928572,64,4,3,4
10,1,3,128,36,0.008527483258928572,128,4,3,4
10,1,3,128,36,0.008527483258928572,256,4,3,4
10,1,3,128,36.07142857142857,0.008527483258928572,0,4,4,4
10,1,3,128,36.07142857142857,0.008527483258928572,32,4,4,4
10,1,3,128,36.07142857142857,0.008527483258928572,64,4,4,4
10,1,3,128,36.07142857142857,0.008527483258928572,128,4,4,4
10,1,3,128,36.07142857142857,0.008527483258928572,256,4,4,4
11,1,2,128,43.5,0.008527483258928572,0,8,1,4
11,1,2,128,43.5,0.008527483258928572,32,8,1,4
11,1,2,128,43.5,0.008527483258928572,64,8,1,4
11,1,2,128,43.5,0.008527483258928572,128,8,1,4
11,1,2,128,43.5,0.008527483258928572,256,8,1,4
11,1,2,128,45.92857142857143,0.008527483258928572,0,8,2,4
11,1,2,128,45.92857142857143,0.008527483258928572,32,8,2,4
11,1,2,128,45.92857142857143,0.008527483258928572,64,8,2,4
11,1,2,128,45.92857142857143,0.008527483258928572,128,8,2,4
11,1,2,128,45.92857142857143,0.008527483258928572,256,8,2,4
12,1,1,128,52.785714285714285,0.0108642578125,0,8,3,4
12,1,1,128,52.785714285714285,0.0108642578125,32,8,3,4
12,1,1,128,52.785714285714285,0.0108642578125,64,8,3,4
12,1,1,128,52.785714285714285,0.0108642578125,128,8,3,4
12,1,1,128,52.785714285714285,0.0108642578125,256,8,3,4
12,2,0,128,63.785714285714285,0.020350864955357144,0,8,4,4
12,2,0,128,63.785714285714285,0.020350864955357144,32,8,4,4
12,2,0,128,63.785714285714285,0.020350864955357144,64,8,4,4
12,2,0,128,63.785714285714285,0.020350864955357144,128,8,4,4
12,2,0,128,63.785714285714285,0.020350864955357144,256,8,4,4
9,1,4,128,32.142857142857146,0.007550920758928571,0,2,1,8
9,1,4,128,32.142857142857146,0.007550920758928571,32,2,1,8
9,1,4,128,32.142857142857146,0.007550920758928571,64,2,1,8
9,1,4,128,32.142857142857146,0.007550920758928571,128,2,1,8
11,2,1,128,15.071428571428571,0.032871791294642856,256,2,1,8
9,1,4,128,32.142857142857146,0.007550920758928571,0,2,2,8
9,1,4,128,32.142857142857146,0.007550920758928571,32,2,2,8
9,1,4,128,32.142857142857146,0.007550920758928571,64,2,2,8
9,1,4,128,32.142857142857146,0.007550920758928571,128,2,2,8
9,1,4,128,32.142857142857146,0.007550920758928571,256,2,2,8
10,1,3,128,32.92857142857143,0.008527483258928572,0,2,3,8
10,1,3,128,32.92857142857143,0.008527483258928572,32,2,3,8
10,1,3,128,32.92857142857143,0.008527483258928572,64,2,3,8
10,1,3,128,32.92857142857143,0.008527483258928572,128,2,3,8
10,1,3,128,32.92857142857143,0.008527483258928572,256,2,3,8
10,1,3,128,32.92857142857143,0.008527483258928572,0,2,4,8
10,1,3,128,32.92857142857143,0.008527483258928572,32,2,4,8
10,1,3,128,32.92857142857143,0.008527483258928572,64,2,4,8
10,1,3,128,32.92857142857143,0.008527483258928572,128,2,4,8
10,1,3,128,32.92857142857143,0.008527483258928572,256,2,4,8
9,1,4,128,34.785714285714285,0.007550920758928571,0,4,1,8
9,1,4,128,34.785714285714285,0.007550920758928571,32,4,1,8
9,1,4,128,34.785714285714285,0.007550920758928571,64,4,1,8
9,1,4,128,34.785714285714285,0.007550920758928571,128,4,1,8
11,2,1,128,16.428571428571427,0.032871791294642856,256,4,1,8
9,1,4,128,34.785714285714285,0.007550920758928571,0,4,2,8
9,1,4,128,34.785714285714285,0.007550920758928571,32,4,2,8
9,1,4,128,34.785714285714285,0.007550920758928571,64,4,2,8
9,1,4,128,34.785714285714285,0.007550920758928571,128,4,2,8
9,1,4,128,34.785714285714285,0.007550920758928571,256,4,2,8
10,1,3,128,35.92857142857143,0.008527483258928572,0,4,3,8
10,1,3,128,35.92857142857143,0.008527483258928572,32,4,3,8
10,1,3,128,35.92857142857143,0.008527483258928572,64,4,3,8
10,1,3,128,35.92857142857143,0.008527483258928572,128,4,3,8
10,1,3,128,35.92857142857143,0.008527483258928572,256,4,3,8
10,1,3,128,36.07142857142857,0.008527483258928572,0,4,4,8
10,1,3,128,36.07142857142857,0.008527483258928572,32,4,4,8
10,1,3,128,36.07142857142857,0.008527483258928572,64,4,4,8
10,1,3,128,36.07142857142857,0.008527483258928572,128,4,4,8
10,1,3,128,36.07142857142857,0.008527483258928572,256,4,4,8
9,1,4,128,38.07142857142857,0.007550920758928571,0,8,1,8
9,1,4,128,38.07142857142857,0.007550920758928571,32,8,1,8
9,1,4,128,38.07142857142857,0.007550920758928571,64,8,1,8
9,1,4,128,38.07142857142857,0.007550920758928571,128,8,1,8
11,2,1,128,18.142857142857142,0.032871791294642856,256,8,1,8
10,1,3,128,38.42857142857143,0.008527483258928572,0,8,2,8
10,1,3,128,38.42857142857143,0.008527483258928572,32,8,2,8
10,1,3,128,38.42857142857143,0.008527483258928572,64,8,2,8
10,1,3,128,38.42857142857143,0.008527483258928572,128,8,2,8
10,1,3,128,38.42857142857143,0.008527483258928572,256,8,2,8
10,1,3,128,38.5,0.008527483258928572,0,8,3,8
10,1,3,128,38.5,0.008527483258928572,32,8,3,8
10,1,3,128,38.5,0.008527483258928572,64,8,3,8
10,1,3,128,38.5,0.008527483258928572,128,8,3,8
10,1,3,128,38.5,0.008527483258928572,256,8,3,8
10,1,3,128,38.642857142857146,0.008527483258928572,0,8,4,8
10,1,3,128,38.642857142857146,0.008527483258928572,32,8,4,8
10,1,3,128,38.642857142857146,0.008527483258928572,64,8,4,8
10,1,3,128,38.642857142857146,0.008527483258928572,128,8,4,8
10,1,3,128,38.642857142857146,0.008527483258928572,256,8,4,8
9,1,4,128,35.357142857142854,0.007550920758928571,0,2,1,16
9,1,4,128,35.357142857142854,0.007550920758928571,32,2,1,16
9,1,4,128,35.357142857142854,0.007550920758928571,64,2,1,16
11,2,1,128,17.142857142857142,0.032871791294642856,128,2,1,16
7,7,0,128,0,0.08292061941964286,256,2,1,16
9,1,4,128,35.357142857142854,0.007550920758928571,0,2,2,16
9,1,4,128,35.357142857142854,0.007550920758928571,32,2,2,16
9,1,4,128,35.357142857142854,0.007550920758928571,64,2,2,16
9,1,4,128,35.357142857142854,0.007550920758928571,128,2,2,16
11,2,1,128,17.142857142857142,0.032871791294642856,256,2,2,16
10,1,3,128,36.142857142857146,0.008527483258928572,0,2,3,16
10,1,3,128,36.142857142857146,0.008527483258928572,32,2,3,16
10,1,3,128,36.142857142857146,0.008527483258928572,64,2,3,16
10,1,3,128,36.142857142857146,0.008527483258928572,128,2,3,16
10,1,3,128,36.142857142857146,0.008527483258928572,256,2,3,16
10,1,3,128,36.142857142857146,0.008527483258928572,0,2,4,16
10,1,3,128,36.142857142857146,0.008527483258928572,32,2,4,16
10,1,3,128,36.142857142857146,0.008527483258928572,64,2,4,16
10,1,3,128,36.142857142857146,0.008527483258928572,128,2,4,16
10,1,3,128,36.142857142857146,0.008527483258928572,256,2,4,16
9,1,4,128,37.285714285714285,0.007550920758928571,0,4,1,16
9,1,4,128,37.285714285714285,0.007550920758928571,32,4,1,16
9,1,4,128,37.285714285714285,0.007550920758928571,64,4,1,16
11,2,1,128,18.5,0.032871791294642856,128,4,1,16
7,7,0,128,0,0.08292061941964286,256,4,1,16
9,1,4,128,37.285714285714285,0.007550920758928571,0,4,2,16
9,1,4,128,37.285714285714285,0.007550920758928571,32,4,2,16
9,1,4,128,37.285714285714285,0.007550920758928571,64,4,2,16
9,1,4,128,37.285714285714285,0.007550920758928571,128,4,2,16
11,2,1,128,18.5,0.032871791294642856,256,4,2,16
10,1,3,128,37.92857142857143,0.008527483258928572,0,4,3,16
10,1,3,128,37.92857142857143,0.008527483258928572,32,4,3,16
10,1,3,128,37.92857142857143,0.008527483258928572,64,4,3,16
10,1,3,128,37.92857142857143,0.008527483258928572,128,4,3,16
10,1,3,128,37.92857142857143,0.008527483258928572,256,4,3,16
10,1,3,128,37.92857142857143,0.008527483258928572,0,4,4,16
10,1,3,128,37.92857142857143,0.008527483258928572,32,4,4,16
10,1,3,128,37.92857142857143,0.008527483258928572,64,4,4,16
10,1,3,128,37.92857142857143,0.008527483258928572,128,4,4,16
10,1,3,128,37.92857142857143,0.008527483258928572,256,4,4,16
9,1,4,128,40.142857142857146,0.007550920758928571,0,8,1,16
9,1,4,128,40.142857142857146,0.007550920758928571,32,8,1,16
9,1,4,128,40.142857142857146,0.007550920758928571,64,8,1,16
11,2,1,128,20.214285714285715,0.032871791294642856,128,8,1,16
7,7,0,128,0,0.08292061941964286,256,8,1,16
9,1,4,128,40.785714285714285,0.007550920758928571,0,8,2,16
9,1,4,128,40.785714285714285,0.007550920758928571,32,8,2,16
9,1,4,128,40.785714285714285,0.007550920758928571,64,8,2,16
9,1,4,128,40.785714285714285,0.007550920758928571,128,8,2,16
11,2,1,128,20.214285714285715,0.032871791294642856,256,8,2,16
10,1,3,128,41.142857142857146,0.008527483258928572,0,8,3,16
10,1,3,128,41.142857142857146,0.008527483258928572,32,8,3,16
10,1,3,128,41.142857142857146,0.008527483258928572,64,8,3,16
10,1,3,128,41.142857142857146,0.008527483258928572,128,8,3,16
10,1,3,128,41.142857142857146,0.008527483258928572,256,8,3,16
10,1,3,128,41.142857142857146,0.008527483258928572,0,8,4,16
10,1,3,128,41.142857142857146,0.008527483258928572,32,8,4,16
10,1,3,128,41.142857142857146,0.008527483258928572,64,8,4,16
10,1,3,128,41.142857142857146,0.008527483258928572,128,8,4,16
10,1,3,128,41.142857142857146,0.008527483258928572,256,8,4,16
9,1,4,128,44.285714285714285,0.007550920758928571,0,2,1,32
9,1,4,128,44.285714285714285,0.007550920758928571,32,2,1,32
11,2,1,128,23.857142857142858,0.032871791294642856,64,2,1,32
7,7,0,128,0,0.08292061941964286,128,2,1,32
7,7,0,128,0,0.08292061941964286,256,2,1,32
9,1,4,128,44.285714285714285,0.007550920758928571,0,2,2,32
9,1,4,128,44.285714285714285,0.007550920758928571,32,2,2,32
9,1,4,128,44.285714285714285,0.007550920758928571,64,2,2,32
11,2,1,128,23.857142857142858,0.032871791294642856,128,2,2,32
7,7,0,128,0,0.08292061941964286,256,2,2,32
10,1,3,128,45.07142857142857,0.008527483258928572,0,2,3,32
10,1,3,128,45.07142857142857,0.008527483258928572,32,2,3,32
10,1,3,128,45.07142857142857,0.008527483258928572,64,2,3,32
10,1,3,128,45.07142857142857,0.008527483258928572,128,2,3,32
11,2,1,128,23.857142857142858,0.032871791294642856,256,2,3,32
10,1,3,128,45.07142857142857,0.008527483258928572,0,2,4,32
10,1,3,128,45.07142857142857,0.008527483258928572,32,2,4,32
10,1,3,128,45.07142857142857,0.008527483258928572,64,2,4,32
10,1,3,128,45.07142857142857,0.008527483258928572,128,2,4,32
11,2,1,128,23.857142857142858,0.032871791294642856,256,2,4,32
9,1,4,128,45.714285714285715,0.007550920758928571,0,4,1,32
9,1,4,128,45.714285714285715,0.007550920758928571,32,4,1,32
11,2,1,128,24.714285714285715,0.032871791294642856,64,4,1,32
7,7,0,128,0,0.08292061941964286,128,4,1,32
7,7,0,128,0,0.08292061941964286,256,4,1,32
9,1,4,128,45.714285714285715,0.007550920758928571,0,4,2,32
9,1,4,128,45.714285714285715,0.007550920758928571,32,4,2,32
9,1,4,128,45.714285714285715,0.007550920758928571,64,4,2,32
11,2,1,128,24.714285714285715,0.032871791294642856,128,4,2,32
7,7,0,128,0,0.08292061941964286,256,4,2,32
10,1,3,128,46.357142857142854,0.008527483258928572,0,4,3,32
10,1,3,128,46.357142857142854,0.008527483258928572,32,4,3,32
10,1,3,128,46.357142857142854,0.008527483258928572,64,4,3,32
10,1,3,128,46.357142857142854,0.008527483258928572,128,4,3,32
11,2,1,128,24.714285714285715,0.032871791294642856,256,4,3,32
10,1,3,128,46.357142857142854,0.008527483258928572,0,4,4,32
10,1,3,128,46.357142857142854,0.008527483258928572,32,4,4,32
10,1,3,128,46.357142857142854,0.008527483258928572,64,4,4,32
10,1,3,128,46.357142857142854,0.008527483258928572,128,4,4,32
11,2,1,128,24.714285714285715,0.032871791294642856,256,4,4,32
9,1,4,128,48.57142857142857,0.007550920758928571,0,8,1,32
9,1,4,128,48.57142857142857,0.007550920758928571,32,8,1,32
11,2,1,128,26.428571428571427,0.032871791294642856,64,8,1,32
7,7,0,128,0,0.08292061941964286,128,8,1,32
7,7,0,128,0,0.08292061941964286,256,8,1,32
9,1,4,128,48.57142857142857,0.007550920758928571,0,8,2,32
9,1,4,128,48.57142857142857,0.007550920758928571,32,8,2,32
9,1,4,128,48.57142857142857,0.007550920758928571,64,8,2,32
11,2,1,128,26.428571428571427,0.032871791294642856,128,8,2,32
7,7,0,128,0,0.08292061941964286,256,8,2,32
10,1,3,128,48.92857142857143,0.008527483258928572,0,8,3,32
10,1,3,128,48.92857142857143,0.008527483258928572,32,8,3,32
10,1,3,128,48.92857142857143,0.008527483258928572,64,8,3,32
10,1,3,128,48.92857142857143,0.008527483258928572,128,8,3,32
11,2,1,128,26.428571428571427,0.032871791294642856,256,8,3,32
10,1,3,128,48.92857142857143,0.008527483258928572,0,8,4,32
10,1,3,128,48.92857142857143,0.008527483258928572,32,8,4,32
10,1,3,128,48.92857142857143,0.008527483258928572,64,8,4,32
10,1,3,128,48.92857142857143,0.008527483258928572,128,8,4,32
11,2,1,128,26.428571428571427,0.032871791294642856,256,8,4,32
