name,parameter_count,mean_validation_bpb,stdev_validation_bpb,mean_train_seconds
m80-l2,148096,2.9767469120977763,0.024400267277231547,6.595011229333333
m64-l3,135616,3.1300082149275803,0.04528032605112392,7.502347380333333
